Company,Funding Round,Amount,Date,RupeesAmount
Fibmold Packaging,Venture - Series Unknown,"₹830,000,000","Nov 2, 2023",830000000
3EV Industries,Series A,"₹960,000,000","Feb 12, 2024",960000000
Vivifi India,Series B,"$15,000,000","Jan 24, 2024",1125000000
PatilKaki,Seed,—,"Nov 29, 2023",0
Aakash Educational Services,Funding Round,"₹24,950,000,000","Jan 25, 2024",24950000000
Beyond Odds,Venture - Series Unknown,"₹910,000,000","Dec 19, 2023",910000000
Supplynote,Series A,"$2,250,000","Jul 12, 2023",168750000
Ergos,Series B,"$7,000,000","Sep 22, 2023",525000000
Proost69,Debt Financing,—,"Oct 25, 2023",0
Vegapay,Pre-Seed,"₹91,500,000","Aug 16, 2023",91500000
BlackLight Studio Works,Seed,—,"Nov 3, 2023",0
Finayo,Venture - Series Unknown,"₹160,000,000","Dec 18, 2023",160000000
Ethereal Machines,Series A,"₹598,000,000","Jul 24, 2023",598000000
Game Theory,Seed,"₹166,000,000","Oct 16, 2023",166000000
Hogr,Seed,"₹100,000,000","Dec 18, 2023",100000000
Done Deal,Pre-Seed,"$800,000","Oct 17, 2023",60000000
Blitz,Seed,"$3,000,000","Jul 19, 2023",225000000
Wiom,Series A,"₹1,400,000,000","Jul 27, 2023",1400000000
Voiceowl,Non-equity Assistance,—,"Feb 16, 2024",0
altM,Seed,"$3,500,000","Sep 7, 2023",262500000
Proxgy,Seed,"₹160,000,000","Oct 12, 2023",160000000
Shyam Metalics and Energy,Post-IPO Equity,"₹13,850,000,000","Jan 9, 2024",13850000000
Evify,Seed,"$100,000","Jul 7, 2022",7500000
Pepperfry,Private Equity,"$23,000,000","Sep 5, 2023",1725000000
Nat Habit,Series B,"$10,200,000","Dec 12, 2023",765000000
Settlin,Seed,—,"Nov 15, 2023",0
Manastu Space,Seed,"₹250,000,000","Sep 5, 2023",250000000
Amaha (formerly InnerHour),Series A,"₹500,000,000","Jan 9, 2024",500000000
Navadhan Capital,Seed,"₹417,000,000","Dec 6, 2023",417000000
FruBon,Series A,—,"Feb 13, 2024",0
Prabhu Bhakti,Seed,—,"Jan 5, 2024",0
Meesho,Secondary Market,"$52,500,000","Oct 13, 2023",3937500000
Maidaan,Pre-Seed,—,"Jan 4, 2024",0
VECROS,Pre-Seed,"$250,000","Feb 5, 2024",18750000
Country Delight,Series E,"₹1,644,000,000","Jan 5, 2024",1644000000
Pandorum Technologies,Series B,"₹880,000,000","Mar 19, 2024",880000000
Larkai Healthcare,Seed,"₹41,600,000","Jan 3, 2024",41600000
Freight Tiger,Corporate Round,"₹1,500,000,000","Oct 19, 2023",1500000000
Jimmy's Cocktails,Seed,"₹122,000,000","Dec 1, 2023",122000000
Mufin Green Finance,Post-IPO Debt,"₹5,300,000,000","Feb 15, 2023",5300000000
Bolt.Earth,Series B,"$20,000,000","Oct 5, 2023",1500000000
VerSe Innovation,Debt Financing,"₹500,000,000","Feb 7, 2024",500000000
Ola Electric,Private Equity,"$140,000,000","Sep 7, 2023",10500000000
ControlZ,Seed,"₹249,000,000","Feb 7, 2024",249000000
Offside,Pre-Seed,"₹12,500,000","Oct 28, 2023",12500000
KathaVersse Media Network,Seed,"$400,000","Sep 21, 2023",30000000
Wootz.work,Seed,"₹290,000,000","Aug 22, 2023",290000000
GrowXCD Finance,Series A,"₹300,000,000","Nov 27, 2023",300000000
SecurWeave Research Labs,Seed,"₹28,000,000","Nov 8, 2023",28000000
Rupyz,Seed,"$1,200,000","Feb 5, 2024",90000000
BharatAgri,Series A,"₹350,000,000","Oct 19, 2023",350000000
Explurger,Series A,"₹373,000,000","Feb 14, 2024",373000000
Hempstreet Medicare,Seed,"₹83,000,000","Nov 28, 2023",83000000
Growcoms,Series A,"$3,500,000","Nov 2, 2023",262500000
Adventum Student Living,Venture - Series Unknown,"₹249,000,000","Feb 6, 2024",249000000
Zyla Health,Series A,"$4,000,000","Nov 30, 2023",300000000
Snap-E Cabs,Seed,"₹207,000,000","Feb 5, 2024",207000000
Credgenics,Series B,"₹4,140,000,000","Aug 9, 2023",4140000000
Manipal Hospitals,Secondary Market,—,"Feb 2, 2024",0
Showroom B2B,Seed,"₹110,000,000","Jan 11, 2023",110000000
DB Realty,Post-IPO Equity,"₹15,440,000,000","Sep 17, 2023",15440000000
Fruitoholic,Seed,"₹240,000,000","Feb 17, 2024",240000000
hypergro,Seed,"₹70,000,000","Aug 21, 2023",70000000
Algorithmic Biologics,Seed,"₹207,000,000","Feb 3, 2024",207000000
Eco Hotels and Resorts,Post-IPO Equity,"₹40,000,000","Dec 21, 2023",40000000
Electrifi Mobility,Debt Financing,—,"Jan 30, 2024",0
Omnivio,Seed,"$1,020,000","Oct 17, 2023",76500000
U Gro Capital,Post-IPO Debt,"₹2,500,000,000","Jan 31, 2024",2500000000
Adani Green Energy,Post-IPO Debt,"$750,000,000","Jan 29, 2024",56250000000
Legistify,Series A,"$4,000,000","Sep 25, 2023",300000000
Biva,Seed,"$500,000","Oct 16, 2023",37500000
Reliance Jio,Private Equity,"₹371,318,000,000","Jun 13, 2020",371318000000
The Estée Lauder Companies Inc.,Post-IPO Debt,"$650,000,000","Feb 12, 2024",48750000000
Arzooo.com,Series B,—,"Jan 29, 2024",0
Jhana,Non-equity Assistance,—,"Feb 16, 2024",0
Astuto Technologies,Pre-Seed,—,"Feb 26, 2024",0
Urban Matrix,Seed,"₹60,000,000","Oct 26, 2023",60000000
Lissun,Seed,"₹107,000,000","Sep 4, 2023",107000000
wizr.ai,Seed,"$500,000","Jan 29, 2024",37500000
Vivifi India,Debt Financing,"$60,000,000","Jan 24, 2024",4500000000
FlexifyMe,Seed,"$1,000,000","Sep 25, 2023",75000000
Air India,Debt Financing,"₹9,970,000,000","Dec 20, 2023",9970000000
Bookingjini,Seed,—,"Jan 25, 2024",0
Happy Nature,Seed,"$300,000","Nov 16, 2023",22500000
Earthful,Pre-Seed,"₹33,000,000","Jan 26, 2024",33000000
KiVi,Seed,"₹150,000,000","Oct 12, 2023",150000000
PlanckDOT,Seed,"$1,600,000","Feb 12, 2024",120000000
Peptris Technologies,Pre-Seed,"$1,000,000","Dec 19, 2023",75000000
keen technologies,Venture - Series Unknown,"$20,000,000","Aug 20, 2022",1500000000
abCoffee,Seed,"$2,000,000","Sep 25, 2023",150000000
Credright,Venture - Series Unknown,"₹780,000,000","Aug 31, 2023",780000000
QNu Labs,Seed,"$6,500,000","Dec 15, 2023",487500000
Groyyo,Debt Financing,"₹400,000,000","Jan 18, 2024",400000000
Nimble Vision,Non-equity Assistance,—,"Feb 1, 2024",0
Aumsat Technologies,Non-equity Assistance,—,"Feb 1, 2024",0
Biofilm Engineers,Non-equity Assistance,—,"Feb 1, 2024",0
Simyog Technology,Seed,"₹200,000,000","Dec 14, 2023",200000000
Manastu Space,Seed,"$3,000,000","Oct 26, 2023",225000000
StockGro,Debt Financing,"₹2,050,000,000","Jan 17, 2024",2050000000
Snitch,Series A,"₹1,100,000,000","Dec 13, 2023",1100000000
Bizongo,Series E,"₹4,161,000,000","Oct 4, 2023",4161000000
Scimplifi,Seed,"₹306,000,000","Dec 7, 2023",306000000
DPDzero,Seed,"₹275,000,000","Oct 4, 2023",275000000
Mykare Health,Seed,"$2,000,000","Jun 15, 2023",150000000
Blue Tokai Coffee Roasters,Series B,—,"Sep 15, 2023",0
DGV,Series A,"₹500,000,000","Dec 5, 2023",500000000
esportsXO,Seed,—,"Dec 5, 2023",0
Moneyboxx Finance,Post-IPO Equity,"₹750,000,000","Nov 10, 2023",750000000
PhyFarm,Non-equity Assistance,—,"Feb 1, 2024",0
Watsan Envirotech,Non-equity Assistance,—,"Feb 1, 2024",0
Hydrotec Solutions,Non-equity Assistance,—,"Feb 1, 2024",0
OneCard,Debt Financing,"₹950,000,000","Jan 4, 2024",950000000
Slurrp Farm,Series C,"₹599,000,000","Jan 8, 2024",599000000
Zetwerk,Series F,"₹9,670,000,000","Oct 18, 2023",9670000000
Bimaplan,Seed,"$3,500,000","Nov 7, 2023",262500000
OnFinance AI,Non-equity Assistance,—,"Feb 16, 2024",0
Beatoven.ai,Non-equity Assistance,—,"Feb 16, 2024",0
Expertia.AI,Non-equity Assistance,—,"Feb 16, 2024",0
HYRGPT,Non-equity Assistance,—,"Feb 16, 2024",0
LivNSense Technologies,Seed,"$2,750,000","Dec 27, 2023",206250000
Redwing,Seed,—,"Nov 21, 2023",0
Xpressbees,Series G,"$80,000,000","Nov 6, 2023",6000000000
Freyr Energy,Series B,"₹580,000,000","Oct 16, 2023",580000000
D-Nome,Seed,"$1,500,000","Jan 21, 2023",112500000
SalarySe,Seed,"₹437,100,000","Jan 2, 2024",437100000
VST Industries,Post-IPO Secondary,"₹1,518,400,000","Jan 2, 2024",1518400000
EKA Mobility,Corporate Round,—,"Dec 27, 2023",0
DIAL4242,Seed,"₹10,000,000","Sep 25, 2023",10000000
Aditya Birla Capital,Post-IPO Debt,"₹10,000,000,000","Sep 25, 2023",10000000000
EMotorad,Debt Financing,"₹200,000,000","Nov 26, 2023",200000000
Star Health and Allied Insurance,Private Equity,"₹3,217,000,000","Nov 30, 2021",3217000000
Reliance Retail,Private Equity,"₹20,695,000,000","Sep 11, 2023",20695000000
Conscious Chemist,Convertible Note,—,"Nov 22, 2023",0
MediBuddy,Venture - Series Unknown,"$18,000,000","Aug 30, 2023",1350000000
Vaibhav Jewellers,Funding Round,"₹810,000,000","Sep 21, 2023",810000000
Sweet Karam Coffee,Seed,"₹125,000,000","Oct 30, 2023",125000000
Happie Curves,Angel,"₹2,000,000","Nov 17, 2023",2000000
Muthoot Fincorp Limited,Debt Financing,"₹2,000,000,000","Dec 26, 2023",2000000000
U Gro Capital,Post-IPO Debt,"₹2,500,000,000","Dec 19, 2023",2500000000
MetaShot,Pre-Seed,"$400,000","Aug 10, 2023",30000000
Yulu,Series B,"₹6,530,000,000","Sep 12, 2022",6530000000
DevX,Debt Financing,—,"Feb 5, 2024",0
TravelBoutiqueOnline,Secondary Market,—,"Oct 21, 2023",0
Quest Global Manufacturing,Private Equity,"₹4,480,000,000","Oct 30, 2023",4480000000
Skyroot Aerospace,Series C,"₹2,250,000,000","Oct 30, 2023",2250000000
Petmojo,Seed,"$450,000","Jun 30, 2023",33750000
Advance Mobility,Seed,"$2,000,000","Feb 7, 2024",150000000
HDFC Bank,Post-IPO Debt,"$750,000,000","Feb 7, 2024",56250000000
Altitude Club,Pre-Seed,"$500,000","Oct 4, 2023",37500000
Stable Money,Seed,"$5,000,000","Feb 13, 2023",375000000
Furlenco,Corporate Round,"₹3,000,000,000","Jul 17, 2023",3000000000
Nestroots,Pre-Seed,"₹30,000,000","Dec 20, 2023",30000000
Peping,Seed,"$400,000","Sep 20, 2023",30000000
Pikndel,Pre-Seed,"$285,000","Jun 24, 2023",21375000
Teleport,Pre-Seed,"$500,000","Aug 17, 2023",37500000
Evolve,Seed,"₹25,000,000","Dec 19, 2023",25000000
Pirimid Fintech,Corporate Round,"₹250,000,000","Dec 14, 2023",250000000
Qube Health,Seed,"₹250,000,000","Sep 18, 2023",250000000
Twyn,Seed,"$1,250,000","Nov 30, 2023",93750000
GoodGudi,Seed,—,"Sep 4, 2023",0
Shaktimaan,Seed,"₹165,000,000","Aug 11, 2023",165000000
Offee,Seed,"₹52,500,000","Nov 8, 2023",52500000
Fuselage Innovations,Seed,"₹3,000,000","Nov 5, 2023",3000000
Fabits,Pre-Seed,—,"Jan 23, 2024",0
SuperBottoms,Series A,"$5,000,000","Aug 23, 2023",375000000
Grihashakti,Debt Financing,"₹3,000,000,000","Jan 23, 2024",3000000000
Fruitfal,Seed,—,"Oct 30, 2023",0
Bull Agritech,Pre-Seed,"₹8,000,000","Nov 1, 2023",8000000
OpiGo,Pre-Seed,"₹14,000,000","Jan 23, 2024",14000000
Agilitas,Venture - Series Unknown,"₹1,000,000,000","Dec 13, 2023",1000000000
Neo Asset Management,Venture - Series Unknown,"₹3,000,000,000","Oct 18, 2023",3000000000
Alwrite,Seed,"₹100,000,000","Oct 18, 2023",100000000
Sahaj Gaming,Pre-Seed,"$350,000","Jan 18, 2024",26250000
BharatPe,Debt Financing,"$100,000,000","Jan 20, 2024",7500000000
Ergos,Series A,"₹810,000,000","Feb 8, 2021",810000000
oorja.energy,Seed,"$1,500,000","Sep 27, 2023",112500000
RP tech India,Venture - Series Unknown,"₹1,500,000,000","Jan 19, 2024",1500000000
Healspan,Pre-Seed,"₹12,000,000","Jan 18, 2024",12000000
QuriousBit,Seed,"₹166,400,000","Sep 27, 2023",166400000
PierSight Space,Pre-Seed,"$600,000","Sep 27, 2023",45000000
360 ONE Wealth,Private Equity,—,"Mar 31, 2022",0
Fullerton India,Debt Financing,"₹6,000,000,000","Jan 10, 2024",6000000000
Everest Fleet,Debt Financing,"₹1,000,000,000","Jan 10, 2024",1000000000
The Divine Foods,Angel,—,"Oct 12, 2023",0
BON V Aero,Venture - Series Unknown,"₹60,000,000","Jan 18, 2024",60000000
Quickwork,Seed,"₹210,000,000","Nov 8, 2023",210000000
CoreEL,Series A,"₹1,340,000,000","Dec 5, 2023",1340000000
Apex Kidney Care,Private Equity,"$10,000,000","Oct 11, 2023",750000000
Vivriti Capital,Debt Financing,"₹2,500,000,000","Dec 12, 2023",2500000000
Adya,Seed,"₹105,000,000","Jan 16, 2024",105000000
The Sleep Company,Series C,"₹1,840,000,000","Dec 6, 2023",1840000000
HeyoPhone,Angel,"₹41,300,000","Aug 28, 2023",41300000
Emoha Elder Care,Series B,"$11,000,000","Oct 13, 2023",825000000
One97 Communications,Post-IPO Secondary,"₹20,370,000,000","Aug 28, 2023",20370000000
Oorjaa,Seed,"$650,000","Oct 12, 2023",48750000
Financekaart,Venture - Series Unknown,—,"Jul 28, 2023",0
Oro,Venture - Series Unknown,"₹1,050,000,000","Oct 12, 2023",1050000000
Akshayakalpa,Series C,"₹1,000,000,000","Jan 10, 2024",1000000000
Freakins,Seed,"₹330,000,000","Jul 5, 2023",330000000
AuditCue,Seed,"₹120,000,000","Oct 10, 2023",120000000
