Company,Funding Round,Amount,Date,RupeesAmount
Relume ipsum,Seed,"$550,000","Apr 29, 2023",41250000
Oceanaire Yachting,Seed,—,"Apr 22, 2019",0
Henshu.ai,Seed,"$600,000","Jul 8, 2023",45000000
Anny AI,Seed,"$450,000","Apr 24, 2023",33750000
Goodmeetings,Seed,"₹120,000,000","Aug 6, 2021",120000000
Red Otter Farms,Seed,—,"Apr 5, 2019",0
N+1 Capital,Venture - Series Unknown,—,"May 21, 2021",0
Teamonk,Series A,—,"Jul 14, 2017",0
DB Pilot,Seed,"$500,000","Apr 19, 2021",37500000
Dolomite Restaurants,Venture - Series Unknown,—,"Jan 1, 2018",0
Travools.com,Pre-Seed,"$12,000","Oct 30, 2022",900000
GlobalBees,Series A,"$75,000,000","Jul 18, 2021",5625000000
Star Housing Finance,Post-IPO Debt,"₹100,000,000","Jul 20, 2023",100000000
Acko,Private Equity,—,"Jun 7, 2023",0
Kiwi,Pre-Seed,"$6,000,000","May 3, 2023",450000000
True Elements,Series A,"$1,400,000","Jan 12, 2021",105000000
Rapido,Series D,"$180,000,000","Apr 15, 2022",13500000000
Jar,Seed,"$4,500,000","Aug 31, 2021",337500000
VVFit Solutions,Pre-Seed,"$37,573","Feb 3, 2020",2817975
BluSmart Mobility,Debt Financing,"$5,000,000","May 4, 2023",375000000
Spandana Sphoorty Financial Limited,Private Equity,"$100,000,000","Apr 5, 2017",7500000000
Frontier Markets,Series B,—,"Oct 14, 2022",0
WickedGud,Seed,"₹20,000,000","Jun 7, 2023",20000000
Brandscale Innovations,Corporate Round,"₹100,000,000","May 15, 2023",100000000
ReviewScout,Seed,"$500,000","Apr 1, 2023",37500000
shopmateai,Seed,"$830,000","May 4, 2023",62250000
voxqube,Seed,"$750,000","Feb 1, 2023",56250000
Muffin Data,Pre-Seed,"$500,000","Apr 5, 2023",37500000
TagZ Foods,Seed,"$2,000,000","May 11, 2023",150000000
BizzTM,Funding Round,"$3,000,000","Dec 19, 2022",225000000
Pineapple Builder,Seed,"$450,000","Jul 1, 2023",33750000
New Street Technologies,Seed,—,"Mar 3, 2019",0
Wify,Venture - Series Unknown,"₹170,000,000","May 1, 2023",170000000
Cusmat,Series A,"$2,500,000","May 27, 2022",187500000
DRIVEU,Seed,"$4,000,000","Nov 1, 2015",300000000
GoCoop,Funding Round,—,"Dec 16, 2021",0
Blowhorn,Funding Round,—,"Dec 1, 2015",0
waibsites,Seed,"$560,000","May 1, 2023",42000000
brandbird,Seed,"$500,000","Apr 1, 2023",37500000
Gigforce,Funding Round,—,"Jul 1, 2020",0
Gigforce,Funding Round,—,"Sep 28, 2021",0
New Street Technologies,Series A,"$2,000,000","Mar 27, 2021",150000000
Hippocampus Learning Centres,Funding Round,—,"Dec 16, 2021",0
XFlow,Seed,"$6,000,000","Oct 1, 2021",450000000
Suport Ai,Seed,"$500,000","Jul 1, 2023",37500000
Cuemath,Seed,"$162,000","Dec 1, 2014",12150000
goevolv,Seed,"$650,000","Feb 1, 2023",48750000
Eduvanz,Funding Round,"$1,000,000","Jan 6, 2021",75000000
Satya MicroCapital,Debt Financing,"$35,000,000","Jun 15, 2023",2625000000
Patanjali Foods,Post-IPO Equity,"₹23,730,000,000","Jul 17, 2023",23730000000
OneCard,Venture - Series Unknown,—,"Jan 1, 2022",0
Adventum Student Living,Venture - Series Unknown,"$5,000,000","Apr 24, 2023",375000000
GramVaani,Venture - Series Unknown,—,"Jun 21, 2023",0
Capital Setu,Seed,"₹28,000,000","May 17, 2023",28000000
Idfc First Bank,Post-IPO Debt,"₹15,000,000,000","Jun 27, 2023",15000000000
Aadvik Foods,Debt Financing,"₹45,000,000","Mar 1, 2023",45000000
Heltar,Pre-Seed,"$40,000","Jun 6, 2023",3000000
IndiGG,Seed,"$6,000,000","Jan 19, 2022",450000000
Game Theory,Seed,"$350,000","Nov 1, 2020",26250000
Vikas Ecotech,Post-IPO Equity,"₹500,000,000","Jun 12, 2023",500000000
Corrit Electric,Series A,"₹720,000,000","Nov 16, 2022",720000000
Supertails,Series A,"$10,000,000","Nov 9, 2022",750000000
Varthana,Series B,"₹930,000,000","Apr 13, 2016",930000000
Aura Semiconductor,Series A,—,"Oct 25, 2016",0
MoHash,Seed,—,"Sep 30, 2022",0
M2P Fintech,Series C,"$56,000,000","Jan 19, 2022",4200000000
Dart Innovations,Seed,—,"Apr 5, 2023",0
Satyukt,Seed,"₹100,000,000","Jun 13, 2023",100000000
Pura Organic Agro Tech,Debt Financing,—,"Jul 7, 2021",0
Zypp Electric,Seed,"$2,000,000","Nov 14, 2019",150000000
KalaGato,Seed,—,"Dec 15, 2021",0
Razorpay,Venture - Series Unknown,—,"Sep 20, 2021",0
FirstCry,Series E,"$149,360,000","Jan 22, 2019",11202000000
Swarna Pragati Housing Microfinance,Series B,—,"Dec 22, 2015",0
Awign,Series A,"$2,800,000","Sep 1, 2018",210000000
BharatAgri,Funding Round,—,"Dec 1, 2022",0
Shoptimize India,Venture - Series Unknown,"$3,223,072","Apr 3, 2020",241730400
BYJU'S,Series F,"$460,000,000","Mar 29, 2021",34500000000
Carbon Continuum,Non-equity Assistance,—,"Jan 1, 2015",0
Smartstaff,Debt Financing,—,"Jul 4, 2023",0
Ustraa,Venture - Series Unknown,"₹168,000,000","Sep 21, 2022",168000000
Clensta,Debt Financing,—,"Jul 10, 2023",0
Ripplr,Series B,"$28,000,000","May 10, 2023",2100000000
Awign,Series A,"$3,800,000","Aug 20, 2021",285000000
WorldHaus,Seed,—,"Nov 1, 2012",0
Arjun Kilachand,Angel,—,"Nov 8, 2022",0
AddressHealth,Series A,"$1,500,000","May 25, 2016",112500000
Coding Invaders,Pre-Seed,"$250,000","Jul 8, 2023",18750000
Junio,Seed,—,"Apr 5, 2021",0
Suryadesh Energy,Venture - Series Unknown,—,"Jan 1, 2019",0
XYXX Apparels,Series C,"₹1,100,000,000","May 15, 2023",1100000000
AASAN Consultancy,Private Equity,"₹195,000,000","Oct 19, 2021",195000000
French Crown,Corporate Round,"₹66,000,000","Jun 22, 2023",66000000
Cyber Warfare,Seed,—,"Jun 2, 2023",0
Aspire,Seed,—,"Aug 20, 2022",0
Happyeasygo,Series C,—,"May 24, 2022",0
Audionotes,Seed,"$670,000","Mar 1, 2023",50250000
lndr,Seed,"$400,000","May 1, 2023",30000000
paperclips,Seed,"$500,000","Sep 1, 2022",37500000
Metasuggest,Non-equity Assistance,—,"Oct 10, 2022",0
Armur Ai,Venture - Series Unknown,—,"Jul 10, 2023",0
Urban Company,Seed,"$1,600,000","Apr 16, 2015",120000000
Graviton Web3 Accelerator,Venture - Series Unknown,—,"Jan 31, 2023",0
InMobi,Venture - Series Unknown,"$5,000,000","Dec 2, 2014",375000000
White Cub,Seed,—,"Jan 1, 2014",0
Khatabook,Series B,"$60,000,000","May 20, 2020",4500000000
Indjets Private Limited (India),Series A,"$1,000,000","Sep 2, 2016",75000000
Utsav,Seed,"₹20,000,000","Jun 21, 2023",20000000
Aqgromalin,Seed,"₹55,000,000","Jul 15, 2021",55000000
GramVaani,Seed,"$500,000","Jul 10, 2013",37500000
Nira,Seed,"$1,000,000","Oct 29, 2018",75000000
Flam,Seed,"$3,588,757","Jul 1, 2021",269156775
CloudFiles,Convertible Note,"$350,000","Jan 6, 2023",26250000
AmpIn Energy Transition (Formerly Amp Energy India),Venture - Series Unknown,"$50,000,000","Oct 17, 2019",3750000000
Hindustan Autonomous Fuel Initiative for Zero-Emission,Convertible Note,—,"Dec 2, 2022",0
AmpIn Energy Transition (Formerly Amp Energy India),Funding Round,"$35,000,000","Jun 9, 2017",2625000000
AmpIn Energy Transition (Formerly Amp Energy India),Funding Round,"$25,000,000","Jun 7, 2016",1875000000
Knowl,Seed,"$1,000,000","Mar 7, 2023",75000000
Thriwe,Venture - Series Unknown,—,"Jun 19, 2023",0
Leverage Edu,Debt Financing,"$15,000,000","Jul 3, 2023",1125000000
Ace Turtle,Series B,"$34,000,000","May 2, 2023",2550000000
Cleardekho,Series A,"$5,000,000","Oct 12, 2022",375000000
RipenHQ,Pre-Seed,"$525,000","Aug 1, 2022",39375000
Studio Sirah,Seed,"₹210,000,000","Jan 25, 2023",210000000
Algorithmic Biologics,Non-equity Assistance,—,"Jul 4, 2023",0
Qoruz,Non-equity Assistance,—,"Jul 4, 2023",0
Solar Ladder,Seed,"₹110,000,000","May 3, 2023",110000000
RevFin,Debt Financing,"$5,000,000","Jun 9, 2023",375000000
KarmaLifeAI,Non-equity Assistance,—,"Jul 4, 2023",0
Stelis Biopharma,Series B,"$70,000,000","Mar 19, 2021",5250000000
Trainman,Non-equity Assistance,—,"Jul 4, 2023",0
Blend,Non-equity Assistance,—,"Jul 4, 2023",0
Namaste Business,Non-equity Assistance,—,"Jul 4, 2023",0
Rooter,Non-equity Assistance,—,"Jul 4, 2023",0
AyuRythm,Non-equity Assistance,—,"Jul 4, 2023",0
Knorish,Non-equity Assistance,—,"Jul 4, 2023",0
Expertia.AI,Non-equity Assistance,—,"Jul 4, 2023",0
Swasthya AI,Non-equity Assistance,—,"Jul 4, 2023",0
Cartel & Bros,Angel,—,"Jun 20, 2023",0
Limechat,Non-equity Assistance,—,"Jul 4, 2023",0
Neodocs,Non-equity Assistance,—,"Jul 4, 2023",0
Vitra.ai,Non-equity Assistance,—,"Jul 4, 2023",0
Cloudphysician,Non-equity Assistance,—,"Jul 4, 2023",0
Filo,Non-equity Assistance,—,"Jul 4, 2023",0
GITAM Deemed University,Grant,"₹36,500,000","Jun 30, 2023",36500000
Castler,Seed,"₹410,000,000","May 10, 2023",410000000
Actofit,Non-equity Assistance,—,"Jul 4, 2023",0
Heads Up For Tails,Series A,"₹2,770,000,000","Aug 12, 2021",2770000000
Lohum,Venture - Series Unknown,"$7,000,000","Jan 18, 2021",525000000
BigHaat,Series B,"₹1,000,000,000","Jan 20, 2022",1000000000
GlobalBees,Debt Financing,"$30,000,000","Dec 28, 2021",2250000000
Yu Foodlabs,Series A,"₹200,000,000","Nov 15, 2022",200000000
GlobalBees,Series B,"$110,000,000","Dec 28, 2021",8250000000
uFaber,Series A,"₹250,000,000","May 24, 2023",250000000
Sheerdrive,Seed,—,"Jun 8, 2023",0
Smartworks,Series A,"$25,000,000","Oct 31, 2019",1875000000
OneAssist,Venture - Series Unknown,"$3,500,000","Jun 26, 2012",262500000
Chhord,Non-equity Assistance,—,"Dec 29, 2022",0
MakeMyTrip.com,Series B,"$13,000,000","Dec 14, 2006",975000000
ShipEase Technologies,Debt Financing,"₹45,000,000","May 30, 2023",45000000
class24,Series A,—,"Jun 29, 2023",0
